"Customer.ID","Age","Gender","Total.Revenue","Pay.Method","Sales.Channel","Subscription.Status","Season","Product.Category","Location"
1524,54,"Male",88,"Debit Card","2-Day Shipping","Normal","Summer","Clothing","Georgia"
1525,22,"Male",76,"Cash","Online","Normal","Summer","Clothing","Massachusetts"
1526,29,"Male",31,"Cash","2-Day Shipping","Normal","Winter","Accessories","Oregon"
1527,41,"Male",22,"PayPal","Online","Normal","Summer","Outerwear","Oklahoma"
1528,26,"Male",75,"Debit Card","2-Day Shipping","Normal","Fall","Accessories","Wisconsin"
1529,69,"Male",75,"Venmo","Offline","Normal","Spring","Clothing","Oregon"
1530,20,"Male",63,"Credit Card","Online","Normal","Winter","Accessories","Georgia"
1531,59,"Male",21,"Bank Transfer","Online","Normal","Spring","Outerwear","New Mexico"
1532,63,"Male",83,"PayPal","Online","Normal","Spring","Accessories","Mississippi"
1533,68,"Male",46,"PayPal","Online","Normal","Winter","Outerwear","Wisconsin"
1534,50,"Male",59,"Bank Transfer","2-Day Shipping","Normal","Summer","Footwear","New Hampshire"
1535,55,"Male",66,"Venmo","Online","Normal","Summer","Clothing","Wyoming"
1536,36,"Male",74,"Venmo","2-Day Shipping","Normal","Fall","Footwear","West Virginia"
1537,18,"Male",82,"Cash","Offline","Normal","Summer","Accessories","Michigan"
1538,68,"Male",89,"Venmo","Online","Normal","Spring","Footwear","Alaska"
1539,56,"Male",65,"Venmo","Standard","Normal","Fall","Clothing","Illinois"
1540,32,"Male",55,"Cash","2-Day Shipping","Normal","Spring","Accessories","Hawaii"
1541,28,"Male",95,"Bank Transfer","Online","Normal","Winter","Clothing","Colorado"
1542,24,"Male",77,"Cash","Offline","Normal","Winter","Accessories","Illinois"
1543,59,"Male",44,"PayPal","Online","Normal","Winter","Clothing","Hawaii"
1544,56,"Male",89,"Venmo","Standard","Normal","Fall","Clothing","Wisconsin"
1545,30,"Male",24,"Debit Card","Standard","Normal","Spring","Accessories","Arkansas"
1546,48,"Male",43,"Bank Transfer","Offline","Normal","Winter","Accessories","Delaware"
1547,60,"Male",51,"Bank Transfer","Online","Normal","Summer","Footwear","Oregon"
1548,46,"Male",46,"Cash","Standard","Normal","Summer","Accessories","South Carolina"
1549,69,"Male",32,"Bank Transfer","Offline","Normal","Summer","Clothing","Maryland"
1550,19,"Male",55,"Debit Card","2-Day Shipping","Normal","Spring","Footwear","Kansas"
1551,66,"Male",26,"Bank Transfer","Online","Normal","Summer","Accessories","Arkansas"
1552,64,"Male",29,"Credit Card","2-Day Shipping","Normal","Summer","Accessories","Minnesota"
1553,54,"Male",49,"Credit Card","Online","Normal","Spring","Clothing","New Mexico"
1554,27,"Male",45,"Debit Card","Online","Normal","Spring","Clothing","Delaware"
1555,64,"Male",48,"Cash","Standard","Normal","Winter","Clothing","Utah"
1556,43,"Male",47,"Cash","Online","Normal","Winter","Clothing","Ohio"
1557,43,"Male",57,"Credit Card","Standard","Normal","Fall","Clothing","Alabama"
1558,27,"Male",34,"PayPal","Online","Normal","Fall","Accessories","South Dakota"
1559,35,"Male",75,"Credit Card","Online","Normal","Fall","Accessories","New Mexico"
1560,43,"Male",94,"PayPal","Offline","Normal","Fall","Accessories","Oregon"
1561,57,"Male",84,"Debit Card","Online","Normal","Winter","Accessories","Oregon"
1562,50,"Male",38,"Bank Transfer","Standard","Normal","Summer","Accessories","Mississippi"
1563,37,"Male",75,"Venmo","Online","Normal","Winter","Accessories","Alabama"
1564,68,"Male",44,"Cash","Online","Normal","Fall","Clothing","Kansas"
1565,22,"Male",33,"Debit Card","Online","Normal","Summer","Accessories","California"
1566,58,"Male",93,"PayPal","Online","Normal","Fall","Accessories","Idaho"
1567,48,"Male",99,"Cash","Online","Normal","Winter","Footwear","Wyoming"
1568,30,"Male",33,"Cash","Standard","Normal","Spring","Accessories","Minnesota"
1569,51,"Male",76,"Debit Card","Offline","Normal","Spring","Footwear","Washington"
1570,20,"Male",63,"Debit Card","Standard","Normal","Summer","Clothing","Hawaii"
1571,30,"Male",41,"Bank Transfer","Online","Normal","Winter","Clothing","Missouri"
1572,28,"Male",88,"Bank Transfer","Online","Normal","Winter","Accessories","Colorado"
1573,37,"Male",92,"Debit Card","2-Day Shipping","Normal","Summer","Clothing","Washington"
1574,36,"Male",31,"Debit Card","2-Day Shipping","Normal","Summer","Clothing","North Dakota"
1575,18,"Male",25,"PayPal","Online","Normal","Spring","Clothing","Minnesota"
1576,52,"Male",28,"Cash","Online","Normal","Spring","Clothing","California"
1577,56,"Male",75,"PayPal","2-Day Shipping","Normal","Spring","Clothing","Michigan"
1578,68,"Male",34,"Venmo","Standard","Normal","Spring","Footwear","Delaware"
1579,62,"Male",97,"PayPal","2-Day Shipping","Normal","Winter","Clothing","California"
1580,35,"Male",80,"Bank Transfer","Online","Normal","Summer","Outerwear","Oklahoma"
1581,65,"Male",71,"Cash","Standard","Normal","Summer","Footwear","North Dakota"
1582,69,"Male",77,"Cash","Online","Normal","Fall","Accessories","Ohio"
1583,28,"Male",41,"Cash","Online","Normal","Spring","Accessories","Hawaii"
1584,37,"Male",92,"Venmo","Online","Normal","Summer","Accessories","Maryland"
1585,41,"Male",95,"Credit Card","Offline","Normal","Spring","Clothing","Hawaii"
1586,37,"Male",25,"Debit Card","Online","Normal","Fall","Clothing","Alabama"
1587,25,"Male",77,"Bank Transfer","Online","Normal","Fall","Footwear","Oklahoma"
1588,41,"Male",99,"Credit Card","Online","Normal","Summer","Clothing","Alabama"
1589,48,"Male",24,"Venmo","Online","Normal","Winter","Accessories","Vermont"
1590,42,"Male",72,"Cash","Offline","Normal","Summer","Footwear","Ohio"
1591,54,"Male",80,"PayPal","Online","Normal","Winter","Clothing","Wisconsin"
1592,18,"Male",100,"PayPal","Online","Normal","Winter","Clothing","South Dakota"
1593,56,"Male",83,"Bank Transfer","Online","Normal","Summer","Footwear","Iowa"
1594,61,"Male",95,"Bank Transfer","2-Day Shipping","Normal","Spring","Clothing","Maryland"
1595,40,"Male",41,"Cash","Offline","Normal","Summer","Accessories","Colorado"
1596,34,"Male",35,"Debit Card","Standard","Normal","Spring","Accessories","Wisconsin"
1597,42,"Male",30,"Debit Card","Offline","Normal","Fall","Accessories","Mississippi"
1598,43,"Male",21,"Bank Transfer","Offline","Normal","Winter","Accessories","Mississippi"
1599,47,"Male",85,"Venmo","Online","Normal","Fall","Accessories","California"
1600,48,"Male",54,"Debit Card","2-Day Shipping","Normal","Winter","Clothing","Delaware"
1601,20,"Male",26,"PayPal","Online","Normal","Spring","Footwear","Montana"
1602,65,"Male",59,"Credit Card","Offline","Normal","Spring","Clothing","Indiana"
1603,54,"Male",48,"Venmo","Online","Normal","Winter","Accessories","West Virginia"
1604,23,"Male",98,"Debit Card","Online","Normal","Summer","Clothing","Iowa"
1605,18,"Male",92,"Credit Card","2-Day Shipping","Normal","Summer","Clothing","Maine"
1606,70,"Male",46,"Credit Card","Online","Normal","Winter","Accessories","Connecticut"
1607,55,"Male",21,"PayPal","Standard","Normal","Spring","Clothing","Kansas"
1608,49,"Male",72,"Debit Card","Online","Normal","Fall","Clothing","Vermont"
1609,26,"Male",58,"Bank Transfer","Online","Normal","Fall","Footwear","Nebraska"
1610,33,"Male",93,"Venmo","Standard","Normal","Fall","Clothing","Nevada"
1611,20,"Male",31,"PayPal","2-Day Shipping","Normal","Spring","Clothing","Tennessee"
1612,41,"Male",26,"Debit Card","Online","Normal","Winter","Clothing","Arkansas"
1613,18,"Male",68,"Venmo","Standard","Normal","Summer","Clothing","Wisconsin"
1614,26,"Male",31,"Credit Card","Online","Normal","Summer","Accessories","Illinois"
1615,30,"Male",41,"Cash","Online","Normal","Summer","Clothing","Kansas"
1616,64,"Male",62,"Cash","Standard","Normal","Fall","Accessories","New York"
1617,26,"Male",41,"Cash","Standard","Normal","Spring","Accessories","Colorado"
1618,43,"Male",64,"Credit Card","Standard","Normal","Winter","Clothing","Wisconsin"
1619,63,"Male",72,"Debit Card","Standard","Normal","Summer","Footwear","Michigan"
1620,57,"Male",78,"Venmo","Offline","Normal","Winter","Accessories","Hawaii"
1621,25,"Male",47,"PayPal","2-Day Shipping","Normal","Winter","Accessories","Virginia"
1622,68,"Male",46,"Debit Card","2-Day Shipping","Normal","Summer","Accessories","Ohio"
1623,31,"Male",43,"Bank Transfer","Offline","Normal","Winter","Clothing","Missouri"
1624,64,"Male",58,"Debit Card","Online","Normal","Summer","Accessories","Indiana"
1625,38,"Male",32,"PayPal","Online","Normal","Winter","Clothing","Florida"
1626,34,"Male",45,"PayPal","Online","Normal","Winter","Clothing","Minnesota"
1627,32,"Male",35,"Credit Card","Online","Normal","Summer","Footwear","Nevada"
1628,69,"Male",21,"Credit Card","Online","Normal","Winter","Accessories","Maine"
1629,45,"Male",64,"Cash","Online","Normal","Winter","Clothing","Massachusetts"
1630,35,"Male",88,"Venmo","Online","Normal","Spring","Clothing","North Dakota"
1631,63,"Male",48,"Venmo","Offline","Normal","Summer","Footwear","New Jersey"
1632,65,"Male",36,"Bank Transfer","2-Day Shipping","Normal","Summer","Clothing","Indiana"
1633,35,"Male",28,"Debit Card","2-Day Shipping","Normal","Summer","Accessories","Oregon"
1634,54,"Male",80,"Debit Card","2-Day Shipping","Normal","Spring","Clothing","North Dakota"
1635,28,"Male",23,"Cash","Offline","Normal","Summer","Outerwear","South Carolina"
1636,68,"Male",24,"Cash","Standard","Normal","Summer","Accessories","North Carolina"
1637,58,"Male",22,"Cash","Online","Normal","Fall","Footwear","North Dakota"
1638,35,"Male",21,"Venmo","Online","Normal","Spring","Clothing","Massachusetts"
1639,68,"Male",51,"Venmo","Online","Normal","Spring","Outerwear","Tennessee"
1640,41,"Male",65,"PayPal","Online","Normal","Summer","Accessories","Missouri"
1641,65,"Male",51,"PayPal","2-Day Shipping","Normal","Spring","Accessories","Tennessee"
1642,50,"Male",32,"Bank Transfer","Online","Normal","Summer","Clothing","Colorado"
1643,18,"Male",70,"PayPal","Offline","Normal","Spring","Outerwear","Mississippi"
1644,38,"Male",77,"PayPal","2-Day Shipping","Normal","Summer","Accessories","Ohio"
1645,68,"Male",90,"Debit Card","Online","Normal","Summer","Outerwear","North Carolina"
1646,53,"Male",36,"Venmo","Standard","Normal","Summer","Accessories","Ohio"
1647,58,"Male",77,"Bank Transfer","Standard","Normal","Summer","Accessories","Nebraska"
1648,34,"Male",78,"Debit Card","Offline","Normal","Summer","Footwear","Hawaii"
1649,36,"Male",69,"Credit Card","Online","Normal","Summer","Clothing","Oklahoma"
1650,58,"Male",63,"Credit Card","Online","Normal","Summer","Clothing","Wisconsin"
1651,60,"Male",36,"Credit Card","Online","Normal","Winter","Accessories","Arkansas"
1652,59,"Male",80,"Debit Card","Standard","Normal","Winter","Outerwear","Texas"
1653,65,"Male",35,"Bank Transfer","Online","Normal","Summer","Clothing","New Mexico"
1654,31,"Male",93,"Debit Card","2-Day Shipping","Normal","Winter","Accessories","Colorado"
1655,43,"Male",25,"Credit Card","Offline","Normal","Spring","Accessories","Indiana"
1656,37,"Male",81,"PayPal","Online","Normal","Spring","Clothing","Arizona"
1657,21,"Male",42,"PayPal","2-Day Shipping","Normal","Spring","Clothing","Indiana"
1658,69,"Male",36,"Debit Card","Offline","Normal","Spring","Clothing","Indiana"
1659,32,"Male",66,"Cash","Offline","Normal","Spring","Accessories","Alaska"
1660,53,"Male",37,"Venmo","Online","Normal","Fall","Accessories","Utah"
1661,59,"Male",45,"Venmo","Standard","Normal","Winter","Clothing","Louisiana"
1662,64,"Male",86,"Debit Card","2-Day Shipping","Normal","Summer","Accessories","Iowa"
1663,63,"Male",24,"Debit Card","Online","Normal","Winter","Accessories","New Mexico"
1664,43,"Male",22,"Cash","Standard","Normal","Summer","Clothing","Maine"
1665,19,"Male",53,"PayPal","Online","Normal","Spring","Accessories","Minnesota"
1666,40,"Male",41,"Venmo","Online","Normal","Fall","Outerwear","New Mexico"
1667,51,"Male",64,"PayPal","Offline","Normal","Summer","Clothing","Arkansas"
1668,51,"Male",40,"Bank Transfer","2-Day Shipping","Normal","Winter","Accessories","Oklahoma"
1669,66,"Male",33,"Debit Card","Standard","Normal","Summer","Clothing","Utah"
1670,42,"Male",59,"Bank Transfer","Offline","Normal","Winter","Clothing","Wisconsin"
1671,22,"Male",73,"Cash","Online","Normal","Fall","Clothing","Utah"
1672,31,"Male",22,"Bank Transfer","Online","Normal","Winter","Clothing","Utah"
1673,18,"Male",73,"Venmo","Online","Normal","Fall","Footwear","South Carolina"
1674,21,"Male",62,"Venmo","Online","Normal","Fall","Clothing","Hawaii"
1675,35,"Male",56,"Debit Card","Online","Normal","Winter","Outerwear","Alaska"
1676,35,"Male",90,"Credit Card","Online","Normal","Spring","Clothing","Colorado"
1677,27,"Male",44,"Bank Transfer","Online","Normal","Winter","Accessories","West Virginia"
1678,65,"Male",35,"Debit Card","Online","Normal","Summer","Clothing","Oregon"
1679,41,"Male",71,"Venmo","2-Day Shipping","Normal","Summer","Clothing","Ohio"
1680,60,"Male",52,"Debit Card","Online","Normal","Fall","Clothing","Massachusetts"
1681,61,"Male",37,"Credit Card","Offline","Normal","Summer","Footwear","Louisiana"
1682,24,"Male",95,"Credit Card","2-Day Shipping","Normal","Winter","Footwear","Virginia"
1683,65,"Male",97,"Credit Card","2-Day Shipping","Normal","Fall","Clothing","New York"
1684,23,"Male",57,"Venmo","Online","Normal","Spring","Outerwear","Arkansas"
1685,30,"Male",93,"PayPal","Standard","Normal","Spring","Clothing","New Mexico"
1686,33,"Male",48,"PayPal","Standard","Normal","Winter","Clothing","Minnesota"
1687,22,"Male",75,"Cash","Offline","Normal","Fall","Accessories","Illinois"
1688,67,"Male",70,"PayPal","Online","Normal","Winter","Clothing","Georgia"
1689,28,"Male",26,"Venmo","Online","Normal","Winter","Accessories","Mississippi"
1690,32,"Male",73,"Bank Transfer","Offline","Normal","Winter","Clothing","North Carolina"
1691,40,"Male",30,"Cash","Online","Normal","Summer","Outerwear","Nevada"
1692,64,"Male",61,"Cash","Online","Normal","Summer","Footwear","Connecticut"
1693,56,"Male",75,"Cash","Standard","Normal","Winter","Accessories","Utah"
1694,63,"Male",88,"Bank Transfer","Standard","Normal","Fall","Outerwear","Tennessee"
1695,20,"Male",67,"Debit Card","Online","Normal","Summer","Clothing","Mississippi"
1696,54,"Male",95,"PayPal","2-Day Shipping","Normal","Fall","Accessories","Nebraska"
1697,31,"Male",69,"Credit Card","Online","Normal","Spring","Accessories","West Virginia"
1698,36,"Male",87,"Credit Card","Online","Normal","Fall","Clothing","South Carolina"
1699,25,"Male",41,"Bank Transfer","Standard","Normal","Winter","Accessories","Iowa"
1700,20,"Male",67,"Debit Card","Online","Normal","Spring","Clothing","North Dakota"
1701,62,"Male",70,"Bank Transfer","Online","Normal","Fall","Clothing","West Virginia"
1702,69,"Male",41,"Debit Card","Online","Normal","Winter","Accessories","Mississippi"
1703,54,"Male",83,"Bank Transfer","Online","Normal","Summer","Clothing","Alabama"
1704,39,"Male",22,"Bank Transfer","Online","Normal","Spring","Accessories","California"
1705,56,"Male",20,"Cash","Offline","Normal","Summer","Footwear","Idaho"
1706,39,"Male",29,"Venmo","2-Day Shipping","Normal","Summer","Accessories","South Dakota"
1707,37,"Male",87,"Venmo","Standard","Normal","Spring","Accessories","North Dakota"
1708,25,"Male",81,"Cash","2-Day Shipping","Normal","Fall","Clothing","Nevada"
1709,35,"Male",58,"Credit Card","Online","Normal","Spring","Footwear","Florida"
1710,45,"Male",83,"Bank Transfer","Standard","Normal","Winter","Clothing","Indiana"
1711,19,"Male",59,"Credit Card","Offline","Normal","Fall","Clothing","Arkansas"
1712,21,"Male",93,"Credit Card","Online","Normal","Spring","Clothing","North Carolina"
1713,65,"Male",87,"Cash","2-Day Shipping","Normal","Fall","Clothing","Illinois"
1714,49,"Male",22,"PayPal","Online","Normal","Winter","Outerwear","Missouri"
1715,30,"Male",71,"Cash","Standard","Normal","Summer","Clothing","South Dakota"
1716,23,"Male",69,"PayPal","2-Day Shipping","Normal","Spring","Clothing","Idaho"
1717,69,"Male",47,"Cash","Standard","Normal","Winter","Clothing","Connecticut"
1718,29,"Male",50,"Debit Card","Online","Normal","Summer","Clothing","Hawaii"
1719,54,"Male",96,"PayPal","2-Day Shipping","Normal","Winter","Clothing","Maryland"
1720,45,"Male",39,"Venmo","Online","Normal","Winter","Clothing","Maryland"
1721,25,"Male",84,"Debit Card","Online","Normal","Winter","Clothing","Massachusetts"
1722,34,"Male",28,"Credit Card","Online","Normal","Spring","Accessories","Delaware"
1723,46,"Male",51,"Cash","Standard","Normal","Summer","Clothing","Massachusetts"
1724,70,"Male",20,"PayPal","Standard","Normal","Spring","Accessories","New York"
1725,42,"Male",72,"PayPal","Online","Normal","Winter","Footwear","Delaware"
1726,45,"Male",33,"Venmo","Online","Normal","Spring","Accessories","Massachusetts"
1727,57,"Male",28,"Debit Card","Online","Normal","Summer","Outerwear","Indiana"
1728,49,"Male",53,"PayPal","Online","Normal","Spring","Clothing","Virginia"
1729,23,"Male",48,"Debit Card","Online","Normal","Fall","Clothing","Wyoming"
1730,47,"Male",21,"Venmo","Offline","Normal","Winter","Clothing","Illinois"
1731,23,"Male",22,"Credit Card","Online","Normal","Fall","Clothing","Alabama"
1732,21,"Male",87,"Cash","Online","Normal","Fall","Accessories","Idaho"
1733,45,"Male",50,"Cash","Online","Normal","Winter","Accessories","Rhode Island"
1734,67,"Male",85,"Credit Card","Online","Normal","Summer","Clothing","New York"
1735,31,"Male",98,"PayPal","Online","Normal","Spring","Clothing","Missouri"
1736,58,"Male",34,"Venmo","Online","Normal","Winter","Clothing","Texas"
1737,57,"Male",61,"Cash","2-Day Shipping","Normal","Summer","Clothing","Tennessee"
1738,42,"Male",98,"Venmo","Offline","Normal","Summer","Accessories","Ohio"
1739,60,"Male",61,"Credit Card","2-Day Shipping","Normal","Spring","Accessories","Tennessee"
1740,21,"Male",98,"Cash","Online","Normal","Winter","Accessories","Minnesota"
1741,69,"Male",21,"Bank Transfer","Online","Normal","Fall","Clothing","Wisconsin"
1742,41,"Male",51,"Bank Transfer","Online","Normal","Winter","Clothing","Delaware"
1743,51,"Male",80,"Venmo","Online","Normal","Spring","Footwear","Kansas"
1744,23,"Male",72,"Bank Transfer","Standard","Normal","Winter","Clothing","Missouri"
1745,57,"Male",63,"PayPal","Standard","Normal","Winter","Accessories","Michigan"
1746,40,"Male",27,"Cash","Offline","Normal","Winter","Clothing","West Virginia"
1747,65,"Male",44,"Bank Transfer","Offline","Normal","Summer","Accessories","Alabama"
1748,61,"Male",23,"Venmo","Online","Normal","Winter","Outerwear","New Hampshire"
1749,34,"Male",93,"Bank Transfer","2-Day Shipping","Normal","Winter","Clothing","Montana"
1750,43,"Male",70,"Debit Card","2-Day Shipping","Normal","Fall","Clothing","Wyoming"
1751,31,"Male",85,"Venmo","Online","Normal","Fall","Accessories","Missouri"
1752,57,"Male",40,"Cash","2-Day Shipping","Normal","Winter","Clothing","Ohio"
1753,34,"Male",29,"Venmo","Offline","Normal","Winter","Footwear","South Dakota"
1754,25,"Male",27,"Credit Card","Online","Normal","Fall","Clothing","Colorado"
1755,66,"Male",93,"Credit Card","2-Day Shipping","Normal","Fall","Clothing","Massachusetts"
1756,56,"Male",20,"Cash","Online","Normal","Spring","Accessories","Delaware"
1757,49,"Male",55,"Bank Transfer","Online","Normal","Fall","Accessories","New Hampshire"
1758,19,"Male",94,"Debit Card","Standard","Normal","Fall","Clothing","Michigan"
1759,27,"Male",56,"Venmo","Online","Normal","Winter","Accessories","Pennsylvania"
1760,68,"Male",58,"PayPal","Online","Normal","Spring","Clothing","Louisiana"
1761,20,"Male",44,"PayPal","Standard","Normal","Spring","Clothing","Minnesota"
1762,21,"Male",95,"Cash","2-Day Shipping","Normal","Fall","Clothing","Hawaii"
1763,36,"Male",42,"Bank Transfer","Online","Normal","Summer","Footwear","Idaho"
1764,37,"Male",93,"PayPal","Offline","Normal","Winter","Accessories","Vermont"
1765,61,"Male",56,"Venmo","Offline","Normal","Summer","Clothing","Delaware"
1766,68,"Male",88,"Venmo","2-Day Shipping","Normal","Spring","Clothing","New Mexico"
1767,60,"Male",54,"Cash","2-Day Shipping","Normal","Winter","Clothing","Alaska"
1768,69,"Male",89,"Debit Card","2-Day Shipping","Normal","Fall","Accessories","Minnesota"
1769,25,"Male",45,"PayPal","2-Day Shipping","Normal","Summer","Footwear","Nebraska"
1770,32,"Male",75,"Cash","Online","Normal","Winter","Clothing","Alaska"
1771,53,"Male",22,"Bank Transfer","Online","Normal","Fall","Accessories","Michigan"
1772,46,"Male",82,"Credit Card","Offline","Normal","Fall","Clothing","Indiana"
1773,58,"Male",34,"Bank Transfer","2-Day Shipping","Normal","Summer","Footwear","Hawaii"
1774,21,"Male",92,"PayPal","Online","Normal","Summer","Outerwear","West Virginia"
1775,46,"Male",78,"PayPal","Online","Normal","Spring","Clothing","New York"
1776,18,"Male",47,"Cash","2-Day Shipping","Normal","Spring","Outerwear","Iowa"
1777,56,"Male",64,"Venmo","Online","Normal","Summer","Outerwear","Arizona"
1778,18,"Male",44,"Cash","Online","Normal","Winter","Footwear","Minnesota"
1779,49,"Male",94,"Debit Card","Offline","Normal","Winter","Accessories","Texas"
1780,29,"Male",62,"Venmo","Online","Normal","Winter","Accessories","Virginia"
1781,67,"Male",81,"Credit Card","Online","Normal","Summer","Accessories","North Dakota"
1782,31,"Male",33,"Bank Transfer","Online","Normal","Fall","Clothing","Iowa"
1783,52,"Male",88,"Bank Transfer","Online","Normal","Fall","Clothing","Utah"
1784,42,"Male",49,"Credit Card","Online","Normal","Winter","Accessories","Ohio"
1785,32,"Male",31,"Debit Card","Standard","Normal","Summer","Accessories","Louisiana"
1786,47,"Male",29,"Venmo","Online","Normal","Fall","Accessories","Iowa"
1787,45,"Male",34,"Venmo","2-Day Shipping","Normal","Spring","Outerwear","Maryland"
1788,20,"Male",38,"Bank Transfer","2-Day Shipping","Normal","Fall","Clothing","Montana"
1789,66,"Male",41,"Cash","Offline","Normal","Summer","Clothing","Illinois"
1790,52,"Male",34,"Debit Card","2-Day Shipping","Normal","Spring","Clothing","Arizona"
1791,50,"Male",26,"PayPal","Offline","Normal","Summer","Accessories","North Carolina"
1792,62,"Male",98,"Cash","Offline","Normal","Winter","Clothing","Montana"
1793,38,"Male",59,"Debit Card","Online","Normal","Fall","Footwear","Iowa"
1794,65,"Male",92,"Cash","Offline","Normal","Fall","Accessories","Iowa"
1795,60,"Male",40,"Debit Card","Online","Normal","Spring","Accessories","Ohio"
1796,68,"Male",20,"Debit Card","2-Day Shipping","Normal","Fall","Clothing","Wisconsin"
1797,62,"Male",35,"Venmo","Offline","Normal","Spring","Clothing","South Carolina"
1798,62,"Male",35,"Venmo","2-Day Shipping","Normal","Spring","Accessories","Oregon"
1799,40,"Male",82,"Cash","Online","Normal","Winter","Clothing","North Dakota"
1800,32,"Male",48,"Venmo","Online","Normal","Fall","Clothing","California"
1801,22,"Male",58,"Credit Card","Online","Normal","Winter","Outerwear","Mississippi"
1802,33,"Male",57,"Debit Card","Online","Normal","Spring","Clothing","New Jersey"
1803,57,"Male",96,"Venmo","Offline","Normal","Winter","Clothing","Rhode Island"
1804,60,"Male",97,"Venmo","Online","Normal","Summer","Footwear","New Hampshire"
1805,30,"Male",42,"Credit Card","Online","Normal","Winter","Clothing","Louisiana"
1806,41,"Male",62,"Debit Card","Offline","Normal","Spring","Clothing","Arizona"
1807,58,"Male",67,"Venmo","Standard","Normal","Fall","Accessories","Rhode Island"
1808,34,"Male",46,"Venmo","Standard","Normal","Summer","Footwear","Vermont"
1809,67,"Male",71,"Debit Card","Online","Normal","Spring","Outerwear","Tennessee"
1810,58,"Male",99,"Debit Card","Online","Normal","Fall","Accessories","Alaska"
1811,41,"Male",28,"Cash","Standard","Normal","Fall","Clothing","Maryland"
1812,42,"Male",77,"Bank Transfer","Standard","Normal","Summer","Accessories","Wisconsin"
1813,50,"Male",63,"PayPal","Online","Normal","Summer","Footwear","Nevada"
1814,40,"Male",62,"PayPal","Online","Normal","Spring","Clothing","Illinois"
1815,32,"Male",92,"Cash","Online","Normal","Summer","Clothing","Montana"
1816,51,"Male",72,"Credit Card","2-Day Shipping","Normal","Winter","Footwear","New Mexico"
1817,26,"Male",79,"Cash","Online","Normal","Summer","Accessories","Virginia"
1818,32,"Male",27,"Cash","Online","Normal","Summer","Clothing","Delaware"
1819,58,"Male",39,"Debit Card","Online","Normal","Fall","Accessories","North Carolina"
1820,51,"Male",86,"Cash","Online","Normal","Spring","Clothing","Nevada"
1821,19,"Male",94,"PayPal","Online","Normal","Fall","Clothing","Washington"
1822,57,"Male",53,"PayPal","Online","Normal","Spring","Clothing","Maine"
1823,66,"Male",85,"Cash","Standard","Normal","Summer","Clothing","Connecticut"
1824,62,"Male",50,"Bank Transfer","Online","Normal","Fall","Clothing","Louisiana"
1825,58,"Male",47,"Cash","Online","Normal","Winter","Clothing","Illinois"
1826,23,"Male",75,"Credit Card","Online","Normal","Winter","Footwear","South Dakota"
1827,45,"Male",60,"Debit Card","Online","Normal","Winter","Clothing","Indiana"
1828,20,"Male",36,"Bank Transfer","2-Day Shipping","Normal","Spring","Clothing","Vermont"
1829,33,"Male",80,"Cash","Online","Normal","Spring","Outerwear","New Hampshire"
1830,30,"Male",96,"Credit Card","2-Day Shipping","Normal","Spring","Accessories","Oregon"
1831,50,"Male",80,"Venmo","Online","Normal","Winter","Accessories","Kansas"
1832,62,"Male",71,"Bank Transfer","Online","Normal","Summer","Clothing","Maine"
1833,69,"Male",29,"Cash","Online","Normal","Fall","Accessories","Louisiana"
1834,34,"Male",53,"PayPal","2-Day Shipping","Normal","Spring","Accessories","Louisiana"
1835,49,"Male",35,"Venmo","2-Day Shipping","Normal","Summer","Clothing","Indiana"
1836,65,"Male",75,"Credit Card","2-Day Shipping","Normal","Fall","Accessories","Kentucky"
1837,66,"Male",52,"Credit Card","2-Day Shipping","Normal","Fall","Clothing","South Carolina"
1838,41,"Male",77,"Venmo","Online","Normal","Winter","Accessories","Montana"
1839,37,"Male",24,"Credit Card","Online","Normal","Fall","Accessories","Vermont"
1840,32,"Male",78,"Cash","Offline","Normal","Winter","Clothing","Mississippi"
1841,42,"Male",98,"Bank Transfer","Offline","Normal","Winter","Footwear","Wyoming"
1842,31,"Male",57,"PayPal","Standard","Normal","Winter","Clothing","Vermont"
1843,61,"Male",78,"Debit Card","Online","Normal","Summer","Accessories","Alabama"
1844,36,"Male",76,"Credit Card","Online","Normal","Fall","Outerwear","Kentucky"
1845,60,"Male",26,"Credit Card","2-Day Shipping","Normal","Spring","Clothing","South Dakota"
1846,51,"Male",78,"Bank Transfer","2-Day Shipping","Normal","Winter","Footwear","Delaware"
1847,68,"Male",53,"Venmo","Standard","Normal","Summer","Accessories","Wisconsin"
1848,46,"Male",100,"Credit Card","Online","Normal","Summer","Footwear","Arizona"
1849,19,"Male",73,"Cash","Online","Normal","Winter","Clothing","Maine"
1850,30,"Male",40,"Bank Transfer","Offline","Normal","Winter","Clothing","New Mexico"
1851,51,"Male",76,"Debit Card","Offline","Normal","Winter","Accessories","Wyoming"
1852,28,"Male",80,"Bank Transfer","Online","Normal","Fall","Clothing","Delaware"
1853,41,"Male",80,"Cash","Offline","Normal","Winter","Clothing","Pennsylvania"
1854,29,"Male",67,"PayPal","Online","Normal","Spring","Clothing","North Dakota"
1855,25,"Male",61,"Credit Card","Online","Normal","Spring","Clothing","Kentucky"
1856,60,"Male",76,"Cash","Standard","Normal","Spring","Clothing","Rhode Island"
1857,63,"Male",55,"PayPal","Online","Normal","Summer","Accessories","Arizona"
1858,51,"Male",85,"Cash","Online","Normal","Summer","Clothing","Colorado"
